Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Sector,Log_Return,Return_1D,Return_5D,Return_20D,SMA_10,SMA_20,SMA_50,SMA_200,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,Volatility_20D,Bollinger_Upper,Bollinger_Lower,Volume_SMA_20,Volume_Ratio,MFI_14,CMF_20,Pivot_Point,Support_1,Support_2,Resistance_1,Resistance_2,Annualized_Return_1Y,Annualized_Vol_252D,Max_Drawdown_1Y,Beta_IHSG,Sharpe_Ratio,GARCH_Vol,VaR_95_1D,VaR_99_1D,ES_95_1D,GARCH_Model,Target_Return_5D,Target_Class_5D,PE_Ratio,PB_Ratio,ROE,ROA,Profit_Margin,Operating_Margin,Dividend_Yield,Market_Cap,Earnings_Growth,Debt_to_Equity,Current_Ratio,Quick_Ratio,Free_Float_Ratio,Free_Cashflow,Operating_Cashflow,Log_Market_Cap,GBDT_Prob,ARIMA_Prob,ARIMA_Expected_Return,LSTM_Prob,Bullish_Probability,Conviction_Score,Recommendation,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,ATR_14
2026-09-18,BRIS.JK,1650.0,1655.0,1605.0,1610.0,1610.0,32250600,Financials,-0.0215062052209636,-0.0212765957446808,-0.063953488372093,-0.0903954802259887,1715.5,1753.5,1781.2,1991.5052709960937,-0.0818363273452627,-0.0961149786660138,-0.1915662873465979,1708.9076833211134,1744.709930874572,-35.80224755345876,-19.20534682026077,-16.596900733197987,16.326530611311952,0.1805721889382423,1866.2689766969863,1640.7310233030134,19498105.0,1.6540376616086538,22.22941714080214,-0.4204238826113326,1658.3333333333333,1626.6666666666663,1608.3333333333333,1676.6666666666663,1708.3333333333333,-0.3972821139142435,0.393947132245082,-0.4518386620534231,1.0,-1.1607673104279637,0.3178,2.93,5.44,4.66,garch-t,,,9.302056,1.4550779,0.16148001,0.01845,0.31524,0.41187,2.04,74268104720384.0,0.05,,,,0.099,,4693782167552,31.938702698506496,0.5023,0.6571,0.026,0.4587,0.5202,0.020199999999999996,BUY ON WEAKNESS,1610,1675,1580,2.17,37.5
2026-09-18,EXCL.JK,2560.0,2570.0,2500.0,2500.0,2500.0,36585900,Infrastructures,-0.031498667059371,-0.0310077519379845,-0.0494296577946767,-0.1166077738515901,2623.0,2688.0,2607.0,2971.345108642578,-0.0699404761904501,-0.0410433448407974,-0.1586302133910481,2615.2398168173445,2641.879285098052,-26.63946828070766,4.576886357929134,-31.216354638636798,19.23076923025148,0.3040282694309006,2882.730583114064,2493.269416885936,7116470.0,5.141017948505368,17.19251578483943,-0.5168286569202305,2566.6666666666665,2543.333333333333,2506.6666666666665,2603.333333333333,2626.6666666666665,-0.0338804174164943,0.5786232670913959,-0.4721603563473335,1.0,-0.1622476324548372,0.362,3.75,5.31,4.7,ewma_unhealthy_guard,,,,1.5756974,-0.13436,-0.00686,-0.088649996,0.031719998,6.36,45499658797056.0,,2.04323,0.318,0.183,0.3318,14058289889280.0,22366453235712,31.44872594289153,0.5444,0.5181,0.0029,0.4596,0.5137,0.013700000000000045,HOLD,2500,2600,2420,1.25,80.0
2026-09-18,BRPT.JK,1630.0,1635.0,1585.0,1610.0,1610.0,56733600,Basic Materials,0.0,0.0,-0.0529411764705882,-0.1481481481481481,1679.0,1747.75,1783.9,2117.372411499024,-0.0788156200829187,-0.0974830427714012,-0.2396236055326623,1683.2463932457842,1735.1293646761148,-51.8829714303306,-30.19024528409621,-21.692726146234385,19.298245613087104,0.3397185960667198,1923.353470772548,1572.1465292274518,69538365.0,0.8158604246734877,17.119486691627756,-0.4890140450928077,1626.6666666666667,1583.3333333333337,1556.6666666666667,1653.3333333333337,1696.6666666666667,-0.2503399557153826,0.8686873198319928,-0.7079439399099673,1.0,-0.3572512126966359,0.4175,4.33,6.12,5.43,ewma_unhealthy_guard,,,60.594658,6.1923074,0.0646,0.02207,0.01392,0.10423,10.0,150875909652480.0,-0.809,1.33059,2.18,1.378,0.2824,-339438368.0,290488000,32.64747882450772,0.5316,0.4999,-0.0,0.4565,0.5027,0.0027000000000000357,HOLD,1610,1660,1560,1.0,55.36
2026-09-18,BBCA.JK,6325.0,6350.0,6225.0,6300.0,6300.0,176753700,Financials,-0.0079051795071132,-0.0078740157480314,-0.0039525691699604,-0.0118095892243864,6445.0,6481.30791015625,6375.859052734375,6660.827202148437,-0.0279739695551435,-0.0118978559762593,-0.0541715302315602,6424.07931303301,6423.9887719625885,0.0905410704217501,39.79719630658304,-39.70665523616129,43.13725490148712,0.2189001770975928,6773.59810492572,6189.01771538678,125843275.0,1.4045541964797086,43.84978039040602,-0.0631898073024158,6358.333333333333,6316.666666666666,6283.333333333333,6391.666666666666,6433.333333333333,-0.1693854576404544,0.3397450569203787,-0.4746618959734947,1.0,-0.6751673874296418,0.2357,2.36,3.81,3.29,garch-t,,,13.351135,2.8616698,0.21818,0.03671,0.53118,0.66751,6.05,773903043526656.0,0.004,,,,0.3924,,-21951307317248,34.28246771491031,0.5242,0.4982,-0.0003,0.4555,0.4984,0.0015999999999999903,HOLD,6300,6500,6100,1.0,164.29
2026-09-18,SMGR.JK,1630.0,1635.0,1550.0,1550.0,1550.0,26294200,General,-0.0441712183131374,-0.0432098765432098,-0.0855457227138642,0.0032362459546926,1666.5,1635.0,1558.1,2124.6708471679685,-0.051987767584066,-0.0051986393684581,-0.2704752352269964,1633.9843736498265,1619.2594150845357,14.72495856529099,34.10190685937254,-19.37694829408155,54.7297297286943,0.7015474374549935,1852.957021354932,1417.0429786450684,33676405.0,0.7807899922809457,61.84832384785947,-0.2897665481445203,1608.3333333333333,1591.6666666666663,1563.3333333333333,1636.6666666666663,1653.3333333333333,-0.4337031876138271,0.5033456148621002,-0.5572266595745781,1.0,-0.9808413785579644,0.5477,5.29,9.3,7.96,garch-t,,,27.698357,0.23974161,0.0073100002,0.01064,0.01017,0.03063,1.83,10440093466624.0,,0.16849,1.054,0.637,0.4866,3477956984832.0,4721608753152,29.97667465108473,0.5063,0.5385,0.0062,0.4546,0.4972,0.0028000000000000247,HOLD,1550,1635,1505,1.89,87.5
2026-09-18,TPIA.JK,1850.0,1855.0,1815.0,1835.0,1835.0,88082300,Basic Materials,0.0027285146532039,0.0027322404371583,-0.0239361702127659,-0.0661577608142494,1886.0,1932.25,2005.4,4460.970057373047,-0.0503299262517529,-0.0849705794354817,-0.5886544907496702,1888.4886146876293,1941.6124149932143,-53.12380030558484,-41.971562280149136,-11.1522380254357,27.777777776337444,0.3458334268465639,2070.832105623972,1793.6678943760282,184574365.0,0.4772184913110767,42.40172524902881,-0.4332099639128964,1833.3333333333333,1806.6666666666663,1783.3333333333333,1856.6666666666663,1883.3333333333333,-0.7732499802397417,0.8425930040067966,-0.8757358978673819,1.0,-0.9889104079513726,0.444,4.6,6.51,5.77,ewma_unhealthy_guard,,,129.86554,3.9891305,0.03923,0.00885,0.0119,0.07126,33.0,158662349815808.0,-0.893,1.19069,2.298,1.456,0.2941,-648706624.0,477832992,32.697799474078515,0.5143,0.5118,0.0019,0.4553,0.4961,0.0039000000000000146,HOLD,1835,1890,1780,1.0,53.21
2026-09-18,MEDC.JK,1520.0,1560.0,1460.0,1460.0,1460.0,102670800,Energy,-0.0435579743391299,-0.0426229508196721,-0.0610932475884243,0.0503597122302157,1541.0,1477.0,1371.4,1418.3922229003906,-0.0115098171970131,0.0646055126147989,0.0293344650568505,1512.9848755166176,1461.2177607513386,51.76711476527908,58.35240617278903,-6.585291407509956,57.33333333119289,0.4054231139557072,1640.0111394320306,1313.9888605679694,55990965.0,1.8337029911879528,79.91786155645252,-0.3021394116601298,1536.6666666666667,1503.3333333333337,1481.6666666666667,1558.3333333333337,1591.6666666666667,0.2614256956297094,0.5080193257175598,-0.4723227739651499,1.0,0.3964914107426767,0.4487,4.39,7.36,6.32,garch-t,,,13.494778,1.6404493999999998,0.06968,0.049790002,0.061529998,0.25030002,4.42,36033710260224.0,2.878,1.55798,1.118,0.922,0.2492,287040288.0,968680064,31.215476012356643,0.5173,0.4983,-0.0003,0.456,0.4951,0.0049000000000000155,HOLD,1460,1560,1415,2.22,66.43
2026-09-18,MIKA.JK,1760.0,1760.0,1660.0,1725.0,1725.0,17161800,Healthcare,-0.0143887374520995,-0.0142857142857142,-0.0725806451612903,-0.0363128491620111,1836.5,1855.5,1802.0,1994.2324151611328,-0.0703314470492749,-0.0427302996670129,-0.1350055355204142,1818.308050996794,1825.737308815049,-7.429257818254882,14.807085472008454,-22.23634329026333,35.16483516375317,0.3048680530800263,1971.1628494239,1739.8371505761002,4973775.0,3.4504576503762228,38.332297187568734,-0.000492762315423,1763.3333333333333,1726.6666666666663,1703.3333333333333,1786.6666666666663,1823.3333333333333,-0.2610761707732283,0.339872928122084,-0.4732376345365209,1.0,-0.944691970188124,0.3372,3.37,5.59,4.81,garch-t,,,17.006804,3.2794054,0.18961,0.11618,0.25281,0.32034,2.49,23988973600768.0,0.092,0.00112,2.785,2.689,0.3391,410588774400.0,2079519277056,30.808615407403344,0.5132,0.5023,0.0004,0.4571,0.4942,0.005800000000000027,HOLD,1725,1785,1675,1.2,66.43
2026-09-18,BMRI.JK,4350.0,4350.0,4250.0,4260.0,4260.0,186217000,Financials,-0.0209066848193137,-0.0206896551724138,-0.0078477382527003,0.0250671767438637,4312.2830078125,4264.09013671875,4197.55537109375,4267.04504272461,-0.0009592050326347,0.0148764276788953,-0.0016510354716362,4290.351256545234,4248.610851505332,41.740405039901816,47.452239295279945,-5.711834255378129,56.08540010407376,0.2133833156170201,4444.285769822361,4083.894503615139,133732155.0,1.3924624186307324,53.95487690239191,0.1373852413628837,4333.333333333333,4316.666666666666,4283.333333333333,4366.666666666666,4383.333333333333,0.0700050032614101,0.3144795640631277,-0.4016845705984359,1.0,0.0318143771180776,0.2848,2.77,4.56,3.92,garch-t,,,6.385658,1.3970809,0.22378999,0.02623,0.43377998,0.60428,12.75,396066415443968.0,0.336,,,,0.4078,,-292997803540480,33.61260302888791,0.5154,0.4982,-0.0003,0.4551,0.4939,0.006099999999999994,HOLD,4260,4390,4130,1.0,88.57
2026-09-18,AMRT.JK,1330.0,1350.0,1295.0,1300.0,1300.0,101363200,Consumer Non-Cyclicals,-0.0190481949706944,-0.0188679245283018,0.0358565737051792,-0.0545454545454545,1299.5,1328.0,1353.7,1520.9298693847657,-0.0210843373493817,-0.0396690551820642,-0.1452597347397675,1308.7199031904618,1327.1498586805074,-18.429955490045582,-18.44150016302273,0.0115446729771484,42.55319148682662,0.3124682077084255,1417.2306296246102,1238.7693703753898,35290005.0,2.8722920271617984,51.74079553657232,-0.3261069248307643,1315.0,1305.0,1285.0,1335.0,1345.0,-0.3555493010896587,0.4795697051723215,-0.5552788249751367,1.0,-0.8665026796003765,0.3399,3.24,5.68,4.85,garch-t,,,15.105741,3.000958,0.20027,0.07356,0.027139999,0.03754,3.19,53419385552896.0,0.056,0.14109,1.036,0.355,0.4516,4332869648384.0,8190008229888,31.609194821352077,0.4674,0.6131,0.0184,0.4578,0.4937,0.006299999999999972,HOLD,1300,1340,1260,1.0,32.14
